usage_id,user_id,tool_id,usage_date,sessions,prompts,minutes_used,tokens_used,tasks_completed
320349,6666,4,2026-06-24,1,1,26,275,2
320350,6666,1,2025-07-24,2,6,18,1068,1
320351,6666,19,2025-07-17,2,8,7,3200,2
320352,6667,21,2026-06-09,2,2,21,488,0
320353,6667,3,2026-02-25,2,4,27,632,1
320354,6667,19,2026-06-23,2,2,27,406,2
320355,6667,19,2026-03-09,1,1,21,175,1
320356,6667,18,2026-04-18,1,3,10,1080,0
320357,6667,3,2026-06-11,1,6,7,1038,2
320358,6667,7,2026-06-20,2,5,25,1920,1
320359,6667,18,2026-04-13,1,4,22,1084,1
320360,6667,9,2026-04-24,1,2,20,302,2
320361,6667,19,2026-06-01,1,9,10,2799,0
320362,6667,11,2026-02-15,1,2,25,686,1
320363,6667,9,2026-06-06,2,8,20,2024,1
320364,6667,2,2026-05-12,1,6,9,1638,0
320365,6667,3,2026-06-15,1,3,28,1146,2
320366,6667,4,2026-05-16,2,3,18,1005,2
320367,6668,3,2026-02-14,4,18,36,5490,2
320368,6668,11,2026-06-02,2,18,26,7992,4
320369,6668,9,2026-06-12,1,8,59,2480,4
320370,6668,25,2026-04-01,2,7,36,2219,1
320371,6668,15,2026-04-14,2,9,37,5166,5
320372,6668,11,2026-06-07,2,13,29,4784,2
320373,6668,13,2026-04-09,2,10,17,4000,1
320374,6668,22,2026-02-23,1,18,52,9864,3
320375,6668,4,2026-03-30,4,7,40,4116,5
320376,6668,4,2026-05-28,4,7,66,4151,3
320377,6668,10,2026-03-02,1,8,65,2840,5
320378,6668,12,2026-03-28,3,7,11,3619,2
320379,6668,8,2026-04-22,4,18,36,8586,5
320380,6668,7,2026-02-10,4,22,61,10978,3
320381,6668,7,2026-03-12,3,20,27,10360,3
320382,6668,8,2026-06-05,4,9,44,4050,4
320383,6668,23,2026-04-14,4,16,32,8816,2
320384,6668,23,2026-06-23,1,10,54,4920,3
320385,6668,23,2026-03-13,1,14,44,6398,5
320386,6668,25,2026-06-15,4,11,43,5995,4
320387,6668,22,2026-02-09,1,5,18,1560,1
320388,6668,24,2026-04-23,4,5,36,1830,3
320389,6668,11,2026-06-16,1,23,28,8096,5
320390,6668,24,2026-03-20,4,16,16,10816,1
320391,6668,24,2026-03-02,1,16,39,5360,1
320392,6668,11,2026-06-05,1,19,46,11951,4
320393,6668,12,2026-06-17,1,13,27,4836,2
320394,6668,25,2026-02-17,2,6,24,3708,5
320395,6668,2,2026-05-22,3,24,60,13968,4
320396,6668,10,2026-04-02,4,19,55,9614,4
320397,6668,21,2026-04-15,1,4,50,1688,4
320398,6668,21,2026-06-19,3,6,51,1860,3
320399,6668,22,2026-04-05,2,11,19,3982,5
320400,6668,12,2026-04-07,1,3,22,2085,5
320401,6668,25,2026-04-11,4,8,36,4440,1
320402,6668,24,2026-05-08,2,14,31,8946,5
320403,6668,24,2026-04-13,1,12,30,4332,5
320404,6668,23,2026-06-06,2,6,18,4110,1
320405,6668,8,2026-03-05,2,7,35,3759,2
320406,6668,9,2026-04-21,1,10,34,4240,1
320407,6668,25,2026-04-21,1,7,38,3983,2
320408,6668,9,2026-06-24,4,9,23,3231,1
320409,6668,25,2026-02-24,2,8,24,3512,5
320410,6668,3,2026-04-01,3,10,34,6500,3
320411,6668,10,2026-03-21,4,16,67,5216,5
320412,6668,24,2026-04-15,3,12,22,6948,5
320413,6668,6,2026-03-24,3,22,19,9900,2
320414,6668,23,2026-03-24,3,11,40,4279,1
320415,6668,23,2026-04-26,4,18,24,11628,3
320416,6668,23,2026-06-19,4,15,53,10305,4
320417,6668,11,2026-06-26,3,6,36,2754,3
320418,6668,5,2026-02-08,1,13,37,6539,5
320419,6668,22,2026-06-09,4,12,40,3624,3
320420,6669,18,2026-03-08,1,3,27,954,1
320421,6669,24,2025-11-30,2,1,12,238,0
320422,6669,10,2026-06-09,1,6,18,1290,2
320423,6669,19,2025-10-16,1,1,15,390,2
320424,6669,10,2025-08-14,1,3,20,564,1
320425,6669,11,2026-03-22,2,6,23,1770,1
320426,6669,19,2026-06-04,1,9,27,2979,1
320427,6669,22,2025-12-20,2,1,7,290,2
320428,6669,6,2026-05-18,1,2,13,580,0
320429,6669,11,2026-04-19,2,9,20,2772,2
320430,6669,25,2026-04-30,1,4,16,792,1
320431,6670,11,2026-04-22,5,55,95,61765,8
320432,6670,11,2026-03-08,3,56,171,30016,7
320433,6670,11,2026-04-05,2,32,163,24032,11
320434,6670,9,2026-03-17,2,55,148,39655,7
320435,6670,19,2026-04-09,4,27,163,15633,4
320436,6670,11,2026-02-04,5,20,167,14200,10
320437,6670,11,2026-05-16,4,24,124,22488,5
320438,6670,18,2026-05-18,5,40,180,38880,5
320439,6670,19,2026-05-06,5,56,152,55496,4
320440,6670,9,2026-03-20,2,18,113,13140,3
320441,6670,9,2026-03-12,4,24,126,12192,10
320442,6670,9,2026-02-05,6,54,50,46764,5
320443,6670,6,2026-04-03,5,23,44,13501,10
320444,6670,10,2026-05-05,5,41,59,34235,12
320445,6670,11,2026-04-21,7,35,126,18760,10
320446,6670,7,2026-03-17,4,46,47,50002,7
320447,6670,23,2026-04-20,6,13,114,15275,7
320448,6670,6,2026-04-20,6,29,118,28188,3
320449,6670,9,2026-03-14,4,35,62,35630,4
320450,6670,18,2026-06-24,2,30,70,28710,7
320451,6670,18,2026-04-20,7,54,105,35532,3
320452,6670,11,2026-04-18,5,57,147,66633,6
320453,6670,11,2026-06-22,5,17,108,12308,5
320454,6670,10,2026-06-16,4,39,74,25038,4
320455,6670,9,2026-06-08,7,26,106,20930,9
320456,6670,25,2026-03-07,3,24,83,25776,3
320457,6670,20,2026-01-28,2,44,110,22880,7
320458,6670,9,2026-04-29,4,50,81,58300,7
320459,6670,19,2026-05-22,6,18,58,13950,12
320460,6670,9,2026-05-11,2,28,159,17724,9
320461,6670,6,2026-05-18,5,25,85,19275,10
320462,6670,10,2026-04-02,3,26,69,19032,7
320463,6670,9,2026-02-19,5,54,142,40122,8
320464,6670,23,2026-05-24,5,39,123,21606,7
320465,6670,21,2026-03-09,4,16,47,10176,3
320466,6670,25,2026-06-09,3,36,54,41616,6
320467,6670,10,2026-03-08,6,28,104,16828,8
320468,6670,10,2026-03-27,7,32,146,31072,7
320469,6670,10,2026-06-06,4,50,144,36750,4
320470,6670,6,2026-01-30,2,24,115,19128,3
320471,6670,11,2026-05-02,5,35,93,33285,7
320472,6670,22,2026-03-13,2,39,100,34047,3
320473,6670,9,2026-04-24,3,48,110,53520,5
320474,6670,9,2026-06-06,3,40,59,30360,3
320475,6670,6,2026-02-16,7,49,126,58016,5
320476,6670,11,2026-01-28,6,32,80,18144,3
320477,6670,9,2026-02-04,6,55,119,58740,11
320478,6670,9,2026-05-25,5,51,74,28611,12
320479,6670,22,2026-03-28,6,22,114,21582,5
320480,6670,9,2026-02-05,4,27,87,24435,5
320481,6670,10,2026-02-26,7,44,101,37708,3
320482,6670,25,2026-04-13,4,37,95,41810,9
320483,6670,20,2026-05-30,6,21,48,12411,8
320484,6670,18,2026-03-09,3,39,55,41262,4
320485,6670,10,2026-05-11,2,37,108,24864,3
320486,6670,10,2026-03-11,4,20,165,12960,4
320487,6670,10,2026-04-17,5,21,112,12033,10
320488,6670,11,2026-06-23,3,44,147,23232,8
320489,6670,10,2026-04-15,2,52,170,56212,5
320490,6670,10,2026-05-26,5,36,48,34668,6
320491,6670,10,2026-03-09,6,49,152,46697,12
320492,6670,20,2026-02-18,6,55,98,54945,5
320493,6670,8,2026-02-10,2,23,151,18837,10
320494,6670,9,2026-04-09,6,18,148,21276,3
320495,6670,11,2026-05-21,7,24,55,15696,8
320496,6670,10,2026-03-08,2,39,89,30420,10
320497,6670,18,2026-02-27,7,36,122,34380,11
320498,6670,9,2026-04-26,5,29,55,19720,10
320499,6670,11,2026-05-16,6,20,108,19680,9
320500,6670,23,2026-03-18,4,35,41,35315,6
320501,6670,25,2026-05-16,7,20,88,10860,4
320502,6670,5,2026-04-05,3,55,62,40920,5
320503,6670,20,2026-03-10,3,39,148,44694,12
320504,6670,25,2026-03-06,5,31,87,25668,4
320505,6670,23,2026-03-31,5,22,64,11308,3
320506,6670,19,2026-05-31,7,40,128,41200,7
320507,6670,5,2026-02-17,4,18,151,15390,6
320508,6670,6,2026-06-26,4,51,151,58191,10
320509,6670,6,2026-03-07,5,42,138,24822,11
320510,6670,9,2026-02-21,5,52,69,61568,7
320511,6670,10,2026-03-21,4,29,134,27231,12
320512,6670,20,2026-02-06,2,20,75,17480,5
320513,6670,9,2026-04-02,7,46,71,49680,5
320514,6670,7,2026-02-02,6,27,95,30024,4
320515,6670,20,2026-06-09,6,30,69,30000,7
320516,6670,10,2026-02-18,2,33,143,17226,10
320517,6670,11,2026-03-13,2,19,58,15637,10
320518,6670,10,2026-05-09,3,33,118,30855,8
320519,6670,20,2026-02-05,5,44,87,25212,5
320520,6670,11,2026-03-14,2,47,111,42159,12
320521,6670,5,2026-06-19,4,44,152,46288,11
320522,6670,11,2026-03-13,6,41,139,25912,4
320523,6670,10,2026-02-20,4,18,162,12204,4
320524,6670,11,2026-04-14,7,39,81,32487,12
320525,6670,7,2026-04-03,4,29,159,30363,11
320526,6670,20,2026-01-31,7,26,128,28574,12
320527,6670,24,2026-03-20,7,34,42,24956,6
320528,6670,9,2026-05-06,5,21,111,12621,10
320529,6670,11,2026-02-27,5,49,112,30919,5
320530,6670,9,2026-05-26,6,27,89,18900,8
320531,6670,9,2026-05-12,2,57,126,64695,5
320532,6670,10,2026-05-11,4,23,124,17273,8
320533,6670,9,2026-05-11,5,51,133,26214,5
320534,6670,20,2026-02-18,3,36,112,21420,7
320535,6670,7,2026-03-11,6,30,50,29670,10
320536,6670,10,2026-06-08,4,23,118,12029,12
320537,6670,11,2026-03-02,2,54,95,52380,5
320538,6670,11,2026-02-09,5,23,52,17779,11
320539,6671,2,2025-03-28,1,4,10,848,0
320540,6671,3,2026-02-14,1,7,19,1274,2
320541,6671,3,2025-03-10,1,7,9,2576,1
320542,6671,4,2026-01-30,1,2,28,320,2
320543,6671,4,2025-04-29,1,2,6,456,1
320544,6671,18,2025-05-01,1,9,7,3168,0
320545,6671,1,2025-04-14,1,4,16,1020,2
320546,6671,7,2026-02-09,1,3,24,897,0
320547,6671,3,2025-05-26,2,2,18,724,2
320548,6671,4,2026-04-13,2,8,18,1936,0
320549,6672,24,2025-12-11,2,28,70,14308,5
320550,6672,4,2025-11-07,3,22,126,17842,8
320551,6672,22,2026-05-14,4,22,107,15708,9
320552,6672,8,2026-02-03,5,17,143,10200,3
320553,6672,1,2025-11-09,3,44,135,22044,5
320554,6672,1,2025-10-14,3,36,133,33012,6
320555,6672,6,2026-06-07,5,20,129,10400,8
320556,6672,22,2026-04-10,3,45,36,26235,5
320557,6672,3,2026-05-01,6,20,54,11040,5
320558,6672,24,2026-04-09,6,36,62,25920,6
320559,6672,9,2026-02-22,5,54,54,53676,7
320560,6672,24,2026-05-20,7,12,116,12480,3
320561,6672,25,2026-06-22,3,28,40,33460,4
320562,6672,21,2025-10-11,4,20,96,10340,4
320563,6672,21,2025-10-23,3,14,122,16268,9
320564,6672,9,2026-03-24,6,52,59,33540,5
320565,6672,5,2026-04-11,4,49,157,39249,3
320566,6672,25,2025-12-29,6,16,52,18944,6
320567,6672,25,2026-04-25,5,19,116,17860,10
320568,6672,22,2026-04-04,5,16,97,13840,3
320569,6672,10,2026-06-13,7,49,94,41454,8
320570,6672,9,2025-10-09,2,33,94,26433,4
320571,6672,5,2025-10-21,6,42,59,50316,5
320572,6672,25,2025-10-03,4,18,87,10962,8
320573,6672,11,2026-02-19,3,29,161,30102,6
320574,6672,11,2026-05-01,7,52,166,58968,12
320575,6672,25,2025-11-22,3,29,64,16588,8
320576,6672,24,2026-03-10,7,38,79,32528,6
320577,6672,24,2026-02-21,7,27,76,17226,11
320578,6672,10,2025-10-17,7,52,116,36972,8
320579,6672,23,2026-05-28,2,26,97,14950,6
320580,6672,5,2026-01-24,6,53,95,49343,9
320581,6672,11,2026-01-04,7,34,66,38046,10
320582,6672,24,2026-06-20,2,20,118,10100,6
320583,6672,10,2025-12-29,2,20,72,15420,10
320584,6672,6,2025-10-31,5,40,96,33480,4
320585,6672,1,2026-02-04,6,27,151,31941,5
320586,6672,14,2026-05-16,2,22,104,23144,7
320587,6672,25,2025-10-08,7,19,118,21603,11
320588,6672,6,2026-05-06,3,17,122,15997,4
320589,6672,8,2026-04-19,2,42,82,24570,11
320590,6672,1,2026-06-03,6,36,93,42696,7
320591,6672,22,2026-06-01,3,28,117,22456,6
320592,6672,24,2026-04-07,5,18,42,10782,9
320593,6672,1,2026-03-25,2,48,124,35568,11
320594,6672,7,2026-06-10,7,19,56,19380,5
320595,6672,24,2026-03-06,6,15,35,14625,4
320596,6672,22,2026-05-29,3,39,52,34866,11
320597,6672,21,2025-09-16,3,34,119,35156,5
320598,6672,25,2025-12-06,6,29,37,21054,3
320599,6672,6,2026-05-11,5,30,71,22860,7
320600,6672,6,2025-09-16,3,50,83,35950,6
320601,6672,10,2026-06-03,3,18,171,11700,7
320602,6672,9,2026-03-28,2,44,150,41712,8
320603,6672,25,2026-05-24,7,28,49,30884,11
320604,6672,21,2026-05-30,3,28,117,25900,11
320605,6672,10,2026-02-03,5,21,48,19299,6
320606,6672,25,2026-03-28,4,32,44,27424,11
320607,6672,25,2026-05-11,7,29,63,15515,7
320608,6672,25,2026-04-14,6,23,70,16997,4
320609,6672,24,2025-10-08,6,26,56,14768,8
320610,6672,21,2026-01-18,7,39,99,46410,3
320611,6672,9,2026-06-17,3,26,112,25454,9
320612,6672,22,2026-04-25,5,36,67,26532,8
320613,6672,24,2025-12-28,6,22,71,14124,3
320614,6672,9,2026-04-16,2,23,131,20723,6
320615,6672,25,2026-01-25,7,24,45,17472,10
320616,6672,24,2026-03-04,2,24,115,12432,10
320617,6672,24,2026-03-22,5,12,83,12552,9
320618,6672,14,2025-11-29,6,23,65,19182,4
320619,6672,11,2025-10-18,2,18,109,19710,8
320620,6672,24,2026-03-27,2,33,64,24948,10
320621,6672,12,2025-12-09,3,14,46,7014,11
320622,6672,5,2026-01-06,5,22,89,16280,12
320623,6672,6,2025-11-03,6,37,97,40404,5
320624,6672,8,2026-06-08,7,51,60,26010,11
320625,6672,8,2026-05-12,2,47,156,48880,5
320626,6672,24,2026-02-20,6,16,94,10448,10
320627,6672,9,2025-10-16,7,27,155,16200,7
320628,6673,9,2026-03-30,2,18,55,11934,3
320629,6673,29,2026-03-21,3,16,31,9616,3
320630,6673,29,2026-04-01,4,17,38,9333,5
320631,6673,29,2026-06-24,3,6,19,3102,2
320632,6673,30,2026-02-24,3,18,20,12330,5
320633,6673,30,2026-05-07,2,16,36,9872,2
320634,6673,30,2026-02-15,1,9,39,5544,2
320635,6673,29,2026-02-15,3,13,41,6344,2
320636,6673,10,2026-01-27,3,19,39,10564,2
320637,6673,22,2026-02-01,1,8,33,4832,3
320638,6673,30,2026-05-14,3,9,58,4770,4
320639,6673,22,2026-05-23,2,17,28,7174,5
320640,6673,30,2026-06-16,2,11,62,7337,1
320641,6673,30,2026-04-09,3,19,48,11077,1
320642,6673,29,2026-06-07,4,22,16,7766,3
320643,6673,29,2026-05-28,2,13,29,5590,1
320644,6673,21,2026-02-08,3,16,54,7872,4
320645,6673,29,2026-05-07,1,18,23,9828,2
320646,6673,9,2026-03-16,4,6,69,3642,4
320647,6673,30,2026-03-04,3,15,50,7740,3
320648,6673,22,2026-06-12,4,12,36,7548,5
320649,6673,11,2026-03-24,3,18,27,7452,5
320650,6673,5,2026-05-30,3,19,40,12331,3
320651,6673,11,2026-02-17,2,21,33,13062,3
320652,6673,22,2026-03-03,4,7,22,3017,3
320653,6673,30,2026-05-22,3,20,36,12160,2
320654,6673,21,2026-05-10,3,10,33,6630,2
320655,6673,29,2026-03-04,4,18,26,7074,2
320656,6673,29,2026-04-07,1,12,55,3816,2
320657,6673,6,2026-01-26,3,5,62,1730,2
320658,6673,29,2026-03-22,4,7,49,2940,3
320659,6673,30,2026-05-29,4,15,40,5970,5
320660,6673,30,2026-02-01,4,9,26,4239,2
320661,6673,7,2026-03-31,1,20,28,12620,4
320662,6673,29,2026-03-03,2,22,26,9966,2
320663,6673,5,2026-02-22,2,19,56,6384,3
320664,6674,22,2026-01-12,1,7,8,2240,1
320665,6674,10,2026-01-09,1,9,20,1449,2
320666,6674,5,2025-10-17,1,5,19,980,2
320667,6674,9,2025-06-21,1,6,6,1194,0
320668,6674,23,2026-04-28,2,1,9,277,0
320669,6674,24,2025-07-26,2,2,12,474,1
320670,6674,23,2026-04-28,2,1,9,283,0
320671,6675,11,2026-04-18,3,17,43,7667,3
320672,6675,7,2026-06-29,2,15,27,10215,5
320673,6675,13,2026-03-05,4,11,35,4048,3
320674,6675,17,2026-04-24,2,8,27,3688,4
320675,6675,12,2026-06-20,3,6,23,2208,5
320676,6675,28,2026-04-26,1,16,52,8976,1
320677,6675,16,2026-06-27,3,10,20,4770,1
320678,6675,16,2026-03-20,1,8,16,5408,4
320679,6675,5,2026-06-16,3,12,35,5724,3
320680,6675,6,2026-03-25,4,7,44,2870,5
320681,6675,6,2026-04-15,4,15,31,8910,3
320682,6675,5,2026-04-24,2,16,17,7360,5
320683,6675,5,2026-04-14,2,16,64,5024,2
320684,6675,12,2026-05-04,4,4,30,1384,5
320685,6675,8,2026-04-17,4,19,23,12445,3
320686,6675,6,2026-03-14,3,22,41,8536,2
320687,6675,16,2026-04-19,2,4,12,1724,2
320688,6675,9,2026-03-07,2,5,60,2715,1
320689,6675,8,2026-06-01,1,8,55,4368,5
320690,6675,10,2026-04-27,3,21,36,14280,4
320691,6675,13,2026-05-30,3,10,32,3650,5
320692,6675,9,2026-06-13,2,20,35,10500,1
320693,6675,16,2026-05-19,4,7,20,4116,4
320694,6675,14,2026-06-22,2,11,28,7249,4
320695,6675,14,2026-05-20,1,6,28,2808,5
320696,6675,15,2026-06-18,3,4,18,2084,3
320697,6675,11,2026-05-09,4,17,36,8976,4
320698,6675,8,2026-06-13,1,16,63,5328,5
320699,6675,16,2026-04-29,4,5,17,3095,3
320700,6675,13,2026-05-08,2,4,18,2624,4
320701,6675,17,2026-06-15,2,5,8,1660,4
320702,6675,26,2026-05-16,1,18,33,11196,1
320703,6675,16,2026-05-26,1,5,14,1980,5
320704,6675,8,2026-05-29,2,19,18,9747,4
320705,6675,15,2026-04-09,4,9,16,3150,4
320706,6675,14,2026-03-31,2,6,27,3216,4
320707,6675,16,2026-06-19,2,3,16,1665,4
320708,6675,16,2026-03-21,1,5,19,1660,4
320709,6675,16,2026-05-19,1,7,29,3892,3
320710,6675,17,2026-03-15,3,5,27,1690,5
320711,6675,28,2026-06-07,4,19,40,12692,1
320712,6675,16,2026-05-14,2,3,16,1533,2
320713,6675,17,2026-06-14,2,2,30,1066,3
320714,6675,17,2026-05-08,3,8,12,5096,1
320715,6675,6,2026-06-06,2,16,29,9632,2
320716,6675,16,2026-03-05,1,3,15,1704,5
320717,6675,27,2026-06-13,4,8,44,2400,1
320718,6675,12,2026-05-18,4,3,42,1773,1
320719,6675,17,2026-05-30,1,10,15,4490,3
320720,6675,5,2026-05-23,2,18,31,10134,5
320721,6676,3,2025-05-18,1,3,28,459,1
320722,6676,11,2026-01-15,2,4,5,796,2
320723,6676,23,2025-08-05,2,5,13,1435,1
320724,6676,23,2026-05-03,1,4,18,944,1
320725,6676,3,2025-10-11,2,1,30,309,2
320726,6676,18,2026-03-15,2,4,8,1172,1
320727,6676,20,2025-07-23,2,4,15,1444,1
320728,6676,25,2025-07-23,1,4,8,784,1
320729,6676,1,2026-06-26,1,7,10,2331,2
320730,6676,19,2026-01-18,1,3,9,768,1
320731,6677,21,2026-01-12,3,30,109,29610,5
320732,6677,23,2026-02-15,3,39,54,28353,8
320733,6677,3,2026-06-14,2,32,166,22656,9
320734,6677,2,2025-11-10,2,40,80,44160,6
320735,6677,2,2025-11-20,5,28,159,24640,6
320736,6677,2,2026-01-01,5,26,48,23088,6
320737,6677,3,2026-01-15,4,37,96,43845,8
320738,6677,4,2025-12-29,3,57,120,44232,6
320739,6677,1,2025-11-08,6,20,174,15420,8
320740,6677,23,2026-04-08,7,44,92,50556,9
320741,6677,20,2026-03-21,4,52,151,27196,6
320742,6677,8,2026-06-21,2,44,66,41140,6
320743,6677,3,2025-12-16,4,38,104,25536,7
320744,6677,2,2026-01-27,5,20,55,20560,4
320745,6677,4,2026-02-17,5,57,92,30780,6
320746,6677,2,2026-04-11,7,57,73,31407,10
320747,6677,1,2025-11-09,7,39,55,27573,11
320748,6677,24,2026-04-01,3,32,52,34848,7
320749,6677,1,2026-04-14,3,18,150,9342,12
320750,6677,2,2025-11-13,7,31,55,36611,10
320751,6677,1,2025-12-12,5,18,57,17442,4
320752,6677,2,2026-03-27,5,49,145,28273,3
320753,6677,1,2025-12-26,4,26,117,16094,9
320754,6677,9,2026-02-09,6,55,60,31460,12
320755,6677,3,2025-12-26,7,54,74,62964,5
320756,6677,2,2026-04-01,3,39,98,43251,4
320757,6677,18,2026-06-03,4,28,154,31024,3
320758,6677,4,2026-06-29,7,48,96,52176,5
320759,6677,3,2025-11-01,7,21,168,20832,5
320760,6677,23,2025-12-02,6,45,43,25605,6
320761,6677,19,2026-05-11,4,18,76,17784,7
320762,6677,9,2026-06-05,5,41,50,23862,7
320763,6677,4,2026-01-12,2,43,152,28982,12
320764,6677,19,2025-12-02,7,21,175,16317,11
320765,6677,22,2026-02-13,3,42,48,33936,5
320766,6677,19,2026-02-26,6,37,129,27713,8
320767,6677,1,2025-11-19,7,55,163,41580,12
320768,6677,23,2026-01-05,2,18,93,12474,6
320769,6677,19,2026-06-13,2,44,74,35948,4
320770,6677,4,2026-02-09,7,42,157,22008,12
320771,6677,21,2026-01-04,5,39,96,32097,8
320772,6677,10,2026-06-21,7,51,152,29733,10
320773,6677,11,2026-03-26,5,42,71,32004,3
320774,6677,18,2025-12-31,3,56,172,52416,4
320775,6677,4,2026-02-03,6,18,172,17820,8
320776,6677,18,2026-03-18,6,22,148,18832,4
320777,6677,2,2026-02-11,7,44,98,36564,5
320778,6677,23,2026-02-18,5,23,96,13961,10
320779,6677,2,2025-12-09,6,25,140,23800,3
320780,6677,11,2025-11-05,5,41,98,22550,8
320781,6677,3,2025-12-13,5,45,134,45945,10
320782,6677,18,2025-12-04,4,42,160,48468,8
320783,6677,22,2025-12-11,6,20,124,19400,6
320784,6677,4,2026-02-22,4,46,144,30406,8
320785,6677,3,2026-04-09,2,54,180,39366,3
320786,6677,23,2026-03-17,2,35,102,24360,7
320787,6677,18,2026-05-22,3,43,76,31089,7
320788,6677,1,2026-04-18,6,39,103,25350,10
320789,6677,22,2025-12-13,2,21,106,11928,7
320790,6677,1,2026-02-21,6,56,63,57400,8
320791,6677,2,2026-04-23,5,58,108,48372,10
320792,6677,24,2026-02-06,4,32,111,21088,11
320793,6677,4,2025-12-23,5,56,93,54936,3
320794,6677,3,2025-12-16,4,22,54,16522,6
320795,6677,2,2026-06-13,4,39,98,39897,9
320796,6677,23,2026-04-12,5,42,66,26040,11
320797,6677,18,2025-11-09,4,57,170,40812,11
320798,6677,20,2026-06-23,3,26,72,13442,6
320799,6677,4,2026-01-01,5,54,139,33750,4
320800,6677,2,2026-04-23,5,43,118,47214,4
320801,6677,24,2026-04-25,3,31,32,33852,7
320802,6677,1,2026-02-25,4,55,139,64020,6
320803,6677,2,2025-12-29,3,55,177,37565,8
320804,6677,3,2026-03-13,4,44,100,52404,7
320805,6677,24,2026-02-14,3,40,99,44640,3
320806,6677,18,2026-02-10,5,46,94,24104,5
320807,6677,2,2026-04-19,4,58,128,38860,8
320808,6677,3,2026-04-01,5,51,133,53550,10
320809,6677,4,2026-05-08,2,30,123,15690,3
320810,6677,1,2026-02-21,2,24,64,16584,11
320811,6677,24,2026-06-22,3,32,106,26944,7
320812,6677,2,2026-03-19,2,34,128,28934,5
320813,6678,10,2026-02-15,4,28,70,25592,10
320814,6678,6,2025-10-11,6,19,53,19893,8
320815,6678,24,2026-01-02,2,36,36,19368,10
320816,6678,11,2026-02-17,2,26,56,25792,7
320817,6678,20,2025-04-28,7,21,85,20370,12
320818,6678,9,2025-07-23,4,56,128,63448,8
320819,6678,21,2025-09-17,7,14,38,9702,8
320820,6678,19,2025-04-30,6,45,165,44280,7
320821,6678,18,2025-09-02,5,49,135,44100,11
320822,6678,23,2025-06-18,3,38,91,43092,8
320823,6678,11,2025-09-13,6,36,164,18288,3
320824,6678,25,2025-05-23,3,39,68,44226,11
320825,6678,7,2025-08-22,4,50,94,54100,6
320826,6678,11,2025-12-04,2,49,132,54145,11
320827,6678,20,2025-05-18,2,58,153,55158,4
320828,6678,9,2025-04-16,7,19,127,15675,5
320829,6678,18,2026-06-13,3,36,178,28008,10
320830,6678,18,2025-09-18,6,24,172,25776,12
320831,6678,20,2026-01-26,3,58,69,57826,8
320832,6678,5,2025-04-23,2,34,91,28730,3
320833,6678,11,2025-07-30,5,47,55,27730,6
320834,6678,10,2026-04-09,5,32,100,19776,10
320835,6678,9,2025-06-14,4,17,87,18105,5
320836,6678,7,2025-06-25,2,49,132,24892,10
320837,6678,23,2026-02-17,7,32,111,37088,6
320838,6678,7,2025-08-26,4,39,75,42198,4
320839,6678,11,2025-12-28,6,24,64,17616,12
320840,6678,20,2025-05-13,3,24,70,17640,3
320841,6678,8,2025-08-10,6,39,44,30342,11
320842,6678,18,2025-10-01,7,60,97,36660,6
320843,6678,7,2026-01-28,5,36,84,29628,10
320844,6678,7,2026-06-21,4,51,115,51102,8
320845,6678,6,2026-04-09,3,25,135,22875,3
320846,6678,11,2025-07-16,7,46,59,46230,7
320847,6678,8,2026-04-09,2,51,96,37434,12
320848,6678,9,2026-02-21,7,44,113,36168,12
320849,6678,9,2025-04-16,7,57,132,65436,7
320850,6678,6,2025-12-10,3,50,55,42800,4
320851,6678,11,2025-07-05,7,39,142,31161,3
320852,6678,10,2025-05-21,7,44,81,36652,8
320853,6678,11,2025-10-15,7,47,136,27730,11
320854,6678,10,2026-05-27,6,51,142,50133,5
320855,6678,11,2026-04-26,2,25,172,26225,9
320856,6678,23,2026-05-18,4,44,116,41448,9
320857,6678,24,2025-07-21,2,23,84,12466,4
320858,6678,20,2026-05-12,4,27,96,17523,4
320859,6678,9,2026-03-29,6,40,148,23960,3
320860,6678,19,2025-10-10,2,54,136,58806,9
320861,6678,11,2025-04-20,7,21,169,24654,11
320862,6678,11,2026-06-25,7,19,131,14744,9
320863,6678,21,2025-08-22,5,26,71,26208,12
320864,6678,18,2025-08-22,2,28,103,15064,5
320865,6678,18,2025-12-13,4,45,108,23265,11
320866,6678,11,2026-05-01,2,50,52,35500,12
320867,6678,10,2025-06-05,5,31,94,26102,4
320868,6678,6,2026-05-08,7,16,58,17152,11
320869,6678,10,2025-11-11,7,47,48,27213,5
320870,6678,11,2025-06-29,6,49,57,27146,6
320871,6678,25,2026-02-03,6,22,60,18414,11
320872,6678,24,2025-11-15,6,24,53,17568,11
320873,6678,10,2026-02-19,6,20,139,20900,8
320874,6678,21,2025-07-19,6,42,120,47166,5
320875,6678,19,2025-05-21,5,44,174,45496,3
320876,6679,20,2026-02-01,4,48,56,43488,6
320877,6679,5,2026-05-05,5,16,163,15776,12
320878,6679,6,2025-09-22,4,22,82,12694,6
320879,6679,19,2025-08-09,7,18,162,15678,5
320880,6679,6,2026-03-07,6,19,100,16036,8
320881,6679,26,2025-10-30,5,17,128,17714,10
320882,6679,18,2025-07-10,3,34,152,19584,6
320883,6679,9,2026-04-19,2,46,154,36892,5
320884,6679,20,2025-07-07,6,33,134,16995,7
320885,6679,19,2025-09-29,7,45,118,26010,9
